No.,Company,Location HQ,USState,Country,Continent,LaidOff,Date layoffs,Percentage,Company Size  Before Layoff,Company Size  After Layoff,Industry,Stage,Money Raised in millions,Year
1748,Sight Diagnostics,Tel Aviv,Unknown,Israel,Asia,40,09-05-2024,30,133,93,Healthcare,Series D,124,2024
1749,Vacasa,Portland,Oregon,USA,North America,800,09-05-2024,13,6154,5354,Hospitality,Unknown,Null,2024
1752,Motional,Pittsburgh,Pennsylvania,USA,North America,550,10-05-2024,40,1375,825,Transportation,Unknown,Null,2024
1754,Indeed,Austin,Texas,USA,North America,1000,13-05-2024,8,12500,11500,HR,Acquired,5,2024
1755,Mighty Kingdom,Adelaide,Unknown,Australia,Oceana,44,13-05-2024,28,157,113,Gaming,Unknown,Null,2024
1756,Mainvest,Boston,Massachusetts,USA,North America,65,14-05-2024,100,65,0,Finance,Unknown,3,2024
1758,Gopuff,Philadelphia,Pennsylvania,USA,North America,125,16-05-2024,6,2083,1958,Food,Series H,3400,2024
1759,Karhoo,London,Unknown,UK,Europe,100,16-05-2024,100,100,0,Transportation,Acquired,39,2024
1761,Replit,San Francisco,California,USA,North America,30,16-05-2024,20,150,120,Software Development,Unknown,222,2024
1765,Joonko,New York City,New York,USA,North America,248,19-05-2024,100,248,0,HR,Series B,38,2024
1766,SeekOut,Seattle,Washington,USA,North America,248,20-05-2024,30,827,579,HR,Series C,Null,2024
1767,Exscientia,Oxford,Unknown,UK,Europe,184,21-05-2024,25,736,552,Biotechnology Research,Unknown,Null,2024
1769,Guild,Denver,Colorado,USA,North America,300,22-05-2024,25,1200,900,Education,Series F,643,2024
1770,Silo,San Francisco,California,USA,North America,125,22-05-2024,30,417,292,Food,Series C,272,2024
1771,Cue Health,San Diego,California,USA,North America,180,23-05-2024,100,180,0,Healthcare,Post-IPO,899,2024
1772,Lucid Motors,Newark,California,USA,North America,400,24-05-2024,6,6667,6267,Transportation,Post-IPO,8300,2024
1773,Satellogic,Montevideo,Unknown,Uruquay,South America,34,24-05-2024,13,262,228,Aerospace,Post-IPO,424,2024
1774,Foursquare,New York City,New York,USA,North America,105,27-05-2024,25,420,315,Marketing,Series G,390,2024
1775,Ualá,Buenos Aires,Unknown,Argentina,South America,140,28-05-2024,9,1556,1416,Fintech,Unknown,Null,2024
1779,Walnut,Tel Aviv,Unknown,Israel,Asia,15,29-05-2024,20,75,60,Sales,Series B,56,2024
1781,ICANN,Los Angeles,California,USA,North America,33,30-05-2024,7,471,438,Infrastructure,Unknown,Null,2024
1783,Gro Intelligence,New York City,New York,USA,North America,125,31-05-2024,10,1250,1125,Food,Series B,118,2024
1789,Aleph Farms,Tel Aviv,Unknown,Israel,Asia,30,05-06-2024,30,100,70,Food,Unknown,Null,2024
1790,MoonPay,Dover,Ohio,USA,North America,30,05-06-2024,10,300,270,Crypto,Unknown,651,2024
1791,Pagaya,Tel Aviv,Unknown,Israel,Asia,100,05-06-2024,14,714,614,Finance,Post-IPO,571,2024
1792,Yext,New York City,New York,USA,North America,50,05-06-2024,12,417,367,Marketing,Post-IPO,117,2024
1797,Kissflow,Chennai,Unknown,India,Asia,45,10-06-2024,11,409,364,SaaS,Unknown,Null,2024
1800,Ladenzeile,Berlin,Berlin,Germany,Europe,115,11-06-2024,100,115,0,Retail,Subsidiary,Null,2024
1802,Sumo Group,Sheffield,Alabama,USA,North America,44,11-06-2024,15,293,249,Gaming,Unknown,Null,2024
1804,Paxos,New York City,New York,USA,North America,65,12-06-2024,20,325,260,Finance,Unknown,543,2024
1805,SCiFi Foods,San Leandro,California,USA,North America,125,12-06-2024,100,125,0,Food,Series A,39,2024
1807,VRChat,San Francisco,California,USA,North America,90,13-06-2024,30,300,210,Cloud,Series D,95,2024
1810,Care/of,New York City,New York,USA,North America,143,15-06-2024,100,143,0,Healthcare,Acquired,83,2024
1811,Galvanic Gaming,Seattle,Washington,USA,North America,44,16-06-2024,100,44,0,Gaming,Unknown,Null,2024
1812,Moovit,Ness Ziona,Unknown,Israel,Asia,23,16-06-2024,10,230,207,Transportation,Acquired,131,2024
1813,Running Tide,Portland,Oregon,USA,North America,90,16-06-2024,100,90,0,Environmental Services,Acquired,83,2024
1814,Chegg,Santa Clara,California,USA,North America,441,17-06-2024,23,1917,1476,Education,Post-IPO,Null,2024
1815,Loop,Austin,Texas,USA,North America,23,17-06-2024,77,30,7,Insurance,Series A,34,2024
1816,Satellogic,Montevideo,Unknown,Uruquay,South America,70,17-06-2024,30,233,163,Aerospace,Post-IPO,424,2024
1817,Stackpath,Dallas,Texas,USA,North America,540,17-06-2024,100,540,0,Infrastructure,Series B,396,2024
1819,Chegg,Santa Clara,California,USA,North America,441,18-06-2024,23,1917,1476,Education,Post-IPO,227,2024
1820,Fisker,Los Angeles,California,USA,North America,100,18-06-2024,100,100,0,Transportation,Post-IPO,1700,2024
1822,Rapyd,Tel Aviv,Unknown,Israel,Asia,30,18-06-2024,4,750,720,Finance,Unknown,770,2024
1823,Unit,New York City,New York,USA,North America,65,18-06-2024,15,433,368,Finance,Series C,170,2024
1824,Wex,Portland,Oregon,USA,North America,375,18-06-2024,5,7500,7125,Finance,Post-IPO,400,2024
1825,Intel,Santa Clara,California,USA,North America,22,19-06-2024,10,220,198,Semiconductors,Post-IPO,12,2024
1826,Bluevine,Tel Aviv,Unknown,Israel,Asia,65,20-06-2024,12,542,477,Finance,Unknown,769,2024
1827,Emma Sleep,Frankfurt am Main,Hessen,Germany,Europe,200,21-06-2024,18,1111,911,Retail,Acquired,Null,2024
1828,ReshaMandi,Bengaluru,Unknown,India,Asia,125,21-06-2024,80,156,31,Food,Unknown,54,2024
1830,Flutterwave,San Francisco,California,USA,North America,30,24-06-2024,3,1000,970,Finance,Unknown,509,2024
1831,Ginkgo Bioworks,Boston,Massachusetts,USA,North America,400,24-06-2024,35,1143,743,Healthcare,Post-IPO,100,2024
1833,Octopus Ventures,London,Unknown,UK,Europe,8,25-06-2024,16,50,42,Finance,Unknown,Null,2024
1836,Perion,Tel Aviv,Unknown,Israel,Asia,35,26-06-2024,5,700,665,Marketing,Post-IPO,76,2024
1837,Planet,San Francisco,California,USA,North America,180,26-06-2024,17,1059,879,Aerospace,Post-IPO,574,2024
1838,RealPage,Dallas,Texas,USA,North America,20,27-06-2024,4,500,480,Real Estate,Acquired,105,2024
1839,Priceline,Norwalk,Connecticut,USA,North America,103,28-06-2024,17,606,503,Travel,Acquired,77,2024
1841,Drata,San Diego,California,USA,North America,40,26-09-2024,9,444,404,Security,Series C,328,2024
1845,Olo,New York City,New York,USA,North America,125,23-09-2024,9,1389,1264,Food,Post-IPO,184,2024
1846,Healthy.io,Tel Aviv ,Unknown,Israel,Asia,40,22-09-2024,30,133,93,Healthcare,Series D,185,2024
1848,Luminar,Orlando,Florida,USA,North America,100,20-09-2024,15,667,567,Transportation,Post-IPO,780,2024
1849,Notable Labs,Foster City,California,USA,North America,94,20-09-2024,65,145,51,Healthcare,Series B,Null,2024
1850,CarTrawler,Dublin,Unknown,Ireland,Europe,40,19-09-2024,10,400,360,Transportation,Acquired,Null,2024
1851,ApplyBoard,Waterloo,Unknown,Canada,North America,150,19-09-2024,4,3750,3600,Education,Series D,483,2024
1856,Amperity,Seattle,Washington,USA,North America,50,12-09-2024,13,385,335,Marketing,Series D,187,2024
1859,InsurStaq.ai,New Delhi,Unknown,India,Asia,12,09-09-2024,100,12,0,AI,Seed,Null,2024
1860,Nori,Seattle,Washington,USA,North America,162,09-09-2024,100,162,0,Energy,Unknown,19,2024
1861,WeTransfer,Amsterdam,Unknown,Netherlands,Europe,260,08-09-2024,75,347,87,Other,Acquired,64,2024
1862,Goop,Los Angeles,California,USA,North America,39,06-09-2024,18,217,178,Retail,Unknown,75,2024
1863,Motif Foodworks,Boston,Massachusetts,USA,North America,125,06-09-2024,100,125,0,Food,Unknown,343,2024
1864,ChargePoint,Campbell,California,USA,North America,250,04-09-2024,15,1667,1417,Manufacturing,Unknown,1,2024
1866,Lyft,San Francisco,California,USA,North America,30,04-09-2024,1,3000,2970,Transportation,Post-IPO,5,2024
1868,Matter Labs,Berlin,Berlin,Germany,Europe,40,03-09-2024,16,250,210,Crypto,Unknown,380,2024
1870,Dunzo,Bengaluru,Unknown,India,Asia,150,31-08-2024,75,200,50,Food,Unknown,458,2024
1871,Character.ai,Menlo Park,California,USA,North America,6,29-08-2024,5,120,114,AI,Series A,150,2024
1872,Brave,San Francisco,California,USA,North America,27,28-08-2024,14,193,166,Consumer,Series B,42,2024
1875,Tome Biosciences,Boston,Massachusetts,USA,North America,131,26-08-2024,100,131,0,Healthcare,Series A,213,2024
1877,Kenko Health,Mumbai,Unknown,India,Asia,94,23-08-2024,100,94,0,Healthcare,Series A,14,2024
1878,Received,New York City,New York,USA,North America,65,23-08-2024,100,65,0,Finance,Unknown,Null,2024
1880,Redfin,Seattle,Washington,USA,North America,82,22-08-2024,2,4100,4018,Real Estate,Post-IPO,320,2024
1881,Kaiyo,New York City,New York,USA,North America,115,21-08-2024,100,115,0,Retail,Series B,43,2024
1883,Five9,San Ramon,California,USA,North America,190,20-08-2024,7,2714,2524,Support,Post-IPO,862,2024
1884,ReshaMandi,Bengaluru,Unknown,India,Asia,125,20-08-2024,100,125,0,Food,Unknown,54,2024
1885,GoPro,San Mateo,California,USA,North America,139,19-08-2024,15,927,788,Consumer,Post-IPO,288,2024
1887,Paper,Montreal,Unknown,Canada,North America,81,16-08-2024,45,180,99,Education,Series D,389,2024
1890,Regrow Ag,Durham,North Carolina,USA,North America,125,16-08-2024,19,658,533,Food,Series B,64,2024
1892,Inuitive,Ra'anana,Unknown,Israel,Asia,16,15-08-2024,20,80,64,Manufacturing,Unknown,23,2024
1894,Mister Spex,Berlin,Berlin,Germany,Europe,115,15-08-2024,10,1150,1035,Retail,Post-IPO,158,2024
1896,Sampler,Toronto,Unknown,Canada,North America,115,15-08-2024,100,115,0,Retail,Series B,10,2024
1897,Sonos,Santa Barbara,California,USA,North America,100,14-08-2024,6,1667,1567,Consumer,Post-IPO,455,2024
1899,DayTwo,Walnut Creek,California,USA,North America,94,13-08-2024,100,94,0,Healthcare,Series B,90,2024
1900,Quizac,Lagos ,Unknown,Nigeria,Africa,150,13-08-2024,100,150,0,Education,Acquired,Null,2024
1901,Tally,San Francisco,California,USA,North America,65,12-08-2024,100,65,0,Finance,Series C,172,2024
1902,Cisco,San Jose,California,USA,North America,5600,09-08-2024,7,80000,74400,Infrastructure,Post-IPO,2,2024
1906,Fastly,San Francisco,California,USA,North America,540,08-08-2024,11,4909,4369,Infrastructure,Post-IPO,219,2024
1907,Eventbrite,San Francisco,California,USA,North America,100,07-08-2024,11,909,809,Consumer,Post-IPO,557,2024
1908,LegalZoom,Los Angeles,California,USA,North America,90,07-08-2024,15,600,510,Legal,Post-IPO,952,2024
1909,Axios Media,Washington DC,District of Columbia,USA,North America,50,06-08-2024,10,500,450,Media,Acquired,57,2024
1910,Mobius Motors,Nairobi,Unknown,Kenya,Africa,100,06-08-2024,100,100,0,Transportation,Unknown,6,2024
1911,Teradata,San Diego,California,USA,North America,238,06-08-2024,13,1831,1593,Data,Post-IPO,Null,2024
1913,Jam City,Los Angeles,California,USA,North America,85,05-08-2024,10,850,765,Consumer,Unknown,652,2024
1915,ShareChat,Bengaluru,Unknown,India,Asia,30,03-08-2024,5,600,570,Marketing,Series D,222,2024
1916,Intel,Santa Clara,California,USA,North America,15000,01-08-2024,15,100000,85000,Hardware,Post-IPO,12,2024
1918,Bungie,Seattle,Washington,USA,North America,220,31-07-2024,17,1294,1074,Consumer,Acquired,100,2024
1920,Match Group,New York City,New York,USA,North America,200,31-07-2024,6,3333,3133,Consumer,Post-IPO,Null,2024
1921,NerdWallet,San Francisco,California,USA,North America,65,30-07-2024,15,433,368,Finance,Post-IPO,105,2024
1922,Moxion Power,Richmond,California,USA,North America,248,29-07-2024,100,248,0,Energy,Unknown,124,2024
1926,Webflow,San Francisco,California,USA,North America,50,25-07-2024,8,625,575,Marketing,Series C,335,2024
1927,Humble Games,San Francisco,California,USA,North America,36,23-07-2024,100,36,0,Media,Acquired,4,2024
1928,Cohere,Toronto,Unknown,Canada,North America,20,23-07-2024,5,400,380,AI,Series D,935,2024
1929,Bluelearn,Bengaluru,Unknown,India,Asia,150,22-07-2024,100,150,0,Education,Seed,4,2024
1931,Mercari U.S.,Palo Alto,California,USA,North America,115,19-07-2024,50,230,115,Retail,Subsidiary,Null,2024
1932,Aqua Security,Boston,Massachusetts,USA,North America,50,17-07-2024,10,500,450,Security,Series E,325,2024
1933,EverC,Tel Aviv,Unknown,Israel,Asia,16,17-07-2024,10,160,144,Security,Unknown,61,2024
1935,ON,San Francisco,California,USA,North America,60,16-07-2024,100,60,0,Retail,Unknown,81,2024
1941,SadaPay,Islamabad,Unknown,Pakistan,Asia,65,12-07-2024,30,217,152,Finance,Acquired,20,2024
1943,Intuit,Mountain View,California,USA,North America,1800,10-07-2024,10,18000,16200,Finance,Post-IPO,18,2024
1944,Redbox,Chicago,Illinois,USA,North America,1000,10-07-2024,100,1000,0,Media,Acquired,51,2024
1945,CyberProof,Los Angeles,California,USA,North America,60,10-07-2024,7,857,797,Security,Subsidiary,Null,2024
1946,UIPath,New York City,New York,USA,North America,420,09-07-2024,10,4200,3780,Other,Post-IPO,2,2024
1947,UKG,Boston,Massachusetts,USA,North America,2200,03-07-2024,14,15714,13514,HR,Unknown,Null,2024
1948,OpenText,Waterloo,Unknown,Canada,North America,1200,03-07-2024,2,60000,58800,Data,Post-IPO,1,2024
1951,Koo,Bengaluru,Unknown,India,Asia,200,02-07-2024,100,200,0,Consumer,Unknown,51,2024
1952,Lightricks,Jerusalem,Unknown,Israel,Asia,70,01-07-2024,12,583,513,Consumer,Series D,335,2024
1954,Sightful,Tel Aviv,Unknown,Israel,Asia,20,01-07-2024,33,61,41,Hardware,Unknown,61,2024
1956,Ninja Van,Singapore,Unknown,Singapore,Asia,100,01-07-2024,5,2000,1900,Transportation,Series E,974,2024
1957,Priceline,Norwalk,Connecticut,USA,North America,103,28-06-2024,7,1471,1368,Travel,Acquired,77,2024
1958,RealPage,Dallas,Texas,USA,North America,260,27-06-2024,4,6500,6240,Real Estate,Acquired,105,2024
1959,Planet,San Francisco,California,USA,North America,180,26-06-2024,17,1059,879,Aerospace,Post-IPO,574,2024
1962,Perion,Tel Aviv,Unknown,Israel,Asia,35,25-06-2024,5,700,665,Marketing,Post-IPO,76,2024
1964,Flutterwave,San Francisco,California,USA,North America,30,24-06-2024,3,1000,970,Finance,Unknown,509,2024
1967,Ginkgo Bioworks,Boston,Massachusetts,USA,North America,400,20-06-2024,35,1143,743,Healthcare,Post-IPO,2,2024
1969,ReshaMandi,Bengaluru,Unknown,India,Asia,125,20-06-2024,80,156,31,Food,Unknown,54,2024
1970,Emma Sleep,Frankfurt am Main,Hessen,Germany,Europe,200,19-06-2024,18,1111,911,Retail,Acquired,Null,2024
1971,Moovit,Tel Aviv,Unknown,Israel,Asia,20,19-06-2024,10,200,180,Transportation,Acquired,131,2024
1972,Wex,Portland,Oregon,USA,North America,375,18-06-2024,5,7500,7125,Finance,Post-IPO,400,2024
1976,Fisker,Los Angeles,California,USA,North America,100,18-06-2024,100,100,0,Transportation,Post-IPO,2,2024
1977,Chegg,Santa Clara,California,USA,North America,441,17-06-2024,23,1917,1476,Education,Post-IPO,227,2024
1978,Stackpath,Dallas,Texas,USA,North America,540,17-06-2024,100,540,0,Infrastructure,Series B,396,2024
1979,Bench,Vancouver,Unknown,Canada,North America,450,27-12-2024,100,450,0,Finance,Series C,Null,2024
1980,Lilium,Munich,Bayern,Germany,Europe,1000,23-12-2024,100,1000,0,Aerospace,Post-IPO,Null,2024
1981,BionicHIVE,Sderot,Unknown,Israel,Asia,807,22-12-2024,100,807,0,Hardware,Unknown,Null,2024
1983,Thrive,Mumbai,Unknown,India,Asia,125,14-12-2024,100,125,0,Food,Series A,Null,2024
1985,Foundry,Boston,Massachusetts,USA,North America,74,11-12-2024,27,274,200,Crypto,Subsidiary,Null,2024
1986,Calendly,Atlanta,Georgia,USA,North America,70,11-12-2024,13,538,468,Other,Series B,Null,2024
1988,OfferUp,Seattle,Washington,USA,North America,115,11-12-2024,22,523,408,Retail,Unknown,Null,2024
1990,Bluevine,Tel Aviv,Unknown,Israel,Asia,100,10-12-2024,18,556,456,Finance,Unknown,Null,2024
1992,EasyKnock,New York City,New York,USA,North America,82,09-12-2024,100,82,0,Real Estate,Series D,Null,2024
1993,Carousell,Singapore,Unknown,Singapore,Asia,76,06-12-2024,7,1086,1010,Retail,Unknown,Null,2024
1994,Mixtroz,Birmingham,Alabama,USA,North America,109,06-12-2024,100,109,0,Other,Seed,Null,2024
1995,Circle,Boston,Massachusetts,USA,North America,50,05-12-2024,6,833,783,Crypto,Private Equity,Null,2024
1997,Stash,New York City,New York,USA,North America,88,04-12-2024,40,220,132,Finance,Unknown,Null,2024
2000,Skai,Tel Aviv,Unknown,Israel,Asia,80,03-12-2024,14,571,491,Marketing,Series E,Null,2024
2003,AlphaSense,New York City,New York,USA,North America,150,27-11-2024,8,1875,1725,Other,Series F,Null,2024
2008,LinkedIn,Sunnyvale,California,USA,North America,202,21-11-2024,1,20200,19998,Recruiting,Acquired,Null,2024
2009,Headspace,Los Angeles,California,USA,North America,94,20-11-2024,13,723,629,Healthcare,Unknown,Null,2024
2011,TrueLayer,London,Unknown,UK,Europe,71,15-11-2024,25,284,213,Finance,Series E,Null,2024
2013,AMD,Santa Clara,California,USA,North America,1000,13-11-2024,4,25000,24000,Hardware,Post-IPO,Null,2024
2015,Chegg,Santa Clara,California,USA,North America,31,12-11-2024,21,148,117,Education,Post-IPO,Null,2024
2016,Forward,San Francisco,California,USA,North America,200,12-11-2024,100,200,0,Healthcare,Series E,Null,2024
2017,Lyra Health,Burlingame,California,USA,North America,77,12-11-2024,2,3850,3773,Healthcare,Series F,Null,2024
2019,Stoa,Bengaluru,Unknown,India,Asia,150,12-11-2024,100,150,0,Education,Seed,Null,2024
2020,Enphase Energy,Fremont,California,USA,North America,500,11-11-2024,17,2941,2441,Energy,Post-IPO,Null,2024
2021,23andMe,San Francisco,California,USA,North America,200,11-11-2024,40,500,300,Healthcare,Post-IPO,Null,2024
2023,Monarch Tractor,Livermore,California,USA,North America,35,08-11-2024,10,350,315,Other,Unknown,Null,2024
2026,Exosonic,Los Angeles,California,USA,North America,125,08-11-2024,100,125,0,Aerospace,Seed,Null,2024
2027,Freshworks,San Mateo,California,USA,North America,660,07-11-2024,13,5077,4417,Support,Post-IPO,Null,2024
2028,Just Eat,Amsterdam,Unknown,Netherlands,Europe,300,07-11-2024,2,15000,14700,Food,Acquired,Null,2024
2029,Opendoor,San Francisco,California,USA,North America,300,07-11-2024,17,1765,1465,Real Estate,Post-IPO,Null,2024
2030,Akamai,Boston,Massachusetts,USA,North America,250,07-11-2024,2,12500,12250,Security,Post-IPO,Null,2024
2032,Personio,Munich,Bayern,Germany,Europe,115,07-11-2024,6,1917,1802,HR,Series E,Null,2024
2033,iRobot,Boston,Massachusetts,USA,North America,105,06-11-2024,16,656,551,Consumer,Post-IPO,Null,2024
2036,Mozilla,San Francisco,California,USA,North America,200,05-11-2024,30,667,467,Consumer,Subsidiary,Null,2024
2037,Incredibuild,Tel Aviv,Unknown,Israel,Asia,18,04-11-2024,11,164,146,Product,Acquired,Null,2024
2038,Atera,Tel Aviv,Unknown,Israel,Asia,20,03-11-2024,6,333,313,Other,Series B,Null,2024
2039,Maven Clinic,New York City,New York,USA,North America,60,01-11-2024,10,600,540,Healthcare,Series F,Null,2024
2040,Bowery Farming,New York City,New York,USA,North America,125,01-11-2024,100,125,0,Food,Unknown,Null,2024
2042,Dropbox,San Francisco,California,USA,North America,527,30-10-2024,20,2635,2108,Other,Post-IPO,Null,2024
2043,Kraken,San Francisco,California,USA,North America,400,30-10-2024,15,2667,2267,Crypto,Unknown,Null,2024
2044,Miro,San Francisco,California,USA,North America,275,30-10-2024,18,1528,1253,Other,Series C,Null,2024
2045,ConsenSys,New York City,New York,USA,North America,163,29-10-2024,20,815,652,Crypto,Series D,Null,2024
2046,F5,Seattle,Washington,USA,North America,100,29-10-2024,2,5000,4900,Security,Post-IPO,Null,2024
2047,Docker,Palo Alto,California,USA,North America,540,29-10-2024,10,5400,4860,Infrastructure,Series C,Null,2024
